Unnamed: 0,old_id,label,text,Slogan,Restructured,Context (deprecated),Example,Argument,Support/Citation,Data Domain,Tool Used/Mentioned,Dashboard Type,Authors,Work,Year,Publisher,How I found it ,Format,Reason for Rating,Subjective Trust Score:,Link,id,doc_id,cleaned_text,tokens,preprocessed_text
612,D019.026,digestible,Your interactive elements should be easy to find through clear visual hints and work the same way throughout the dashboard.,Interactive Elements,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_026_interactive_elements_should_easy,Siddharth_026_interactive_elements_should_easy,Your interactive elements should be easy to find through clear visual hints and work the same way throughout the dashboard.,"['interactive', 'element', 'easy', 'find', 'clear', 'visual', 'hint', 'work', 'way', 'throughout', 'dashboard']",interactive element easy find clear visual hint work way throughout dashboard
628,D019.042,digestible,Showing core metrics first and letting users explore deeper,Progressive Disclosure,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_042_showing_core_metrics_first,Siddharth_042_showing_core_metrics_first,Showing core metrics first and letting users explore deeper,"['showing', 'core', 'metric', 'first', 'letting', 'user', 'explore', 'deeper']",showing core metric first letting user explore deeper
629,D019.043,digestible,Using sections that expand to reveal more details,Progressive Disclosure,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_043_using_sections_expand_reveal,Siddharth_043_using_sections_expand_reveal,Using sections that expand to reveal more details,"['using', 'section', 'expand', 'reveal', 'detail']",using section expand reveal detail
630,D019.044,digestible,Adding swipe gestures to access extra content,Progressive Disclosure,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_044_adding_swipe_gestures_access,Siddharth_044_adding_swipe_gestures_access,Adding swipe gestures to access extra content,"['adding', 'swipe', 'gesture', 'access', 'extra', 'content']",adding swipe gesture access extra content
640,D019.054,digestible,Users can explore data at various detail levels through drill-down functionality. Organizations that make use of drill-down capabilities achieve twice the improvement in their decision-making processes.,Drill-down Capabilities,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_054_users_can_explore_data,Siddharth_054_users_can_explore_data,Users can explore data at various detail levels through drill-down functionality. Organizations that make use of drill-down capabilities achieve twice the improvement in their decision-making processes.,"['user', 'explore', 'data', 'various', 'detail', 'level', 'drill', 'functionality', 'organization', 'make', 'use', 'drill', 'capability', 'achieve', 'twice', 'improvement', 'decision', 'making', 'process']",user explore data various detail level drill functionality organization make use drill capability achieve twice improvement decision making process
656,D019.070,digestible,Implement Smart Filters,Implement Smart Filters,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_070_implement_smart_filters,Siddharth_070_implement_smart_filters,Implement Smart Filters,"['implement', 'smart', 'filter']",implement smart filter
657,D019.071,digestible,Modern dashboards use knowledge graph methods to improve filtering accuracy. Research shows these systems boost recommendation accuracy by 35%. The systems look at:      User roles and access patterns      System monitoring states      Task-specific requirements      User priorities,Context-aware Filtering,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_071_modern_dashboards_use_knowledge,Siddharth_071_modern_dashboards_use_knowledge,Modern dashboards use knowledge graph methods to improve filtering accuracy. Research shows these systems boost recommendation accuracy by 35%. The systems look at: User roles and access patterns System monitoring states Task-specific requirements User priorities,"['modern', 'dashboard', 'use', 'knowledge', 'graph', 'method', 'improve', 'filtering', 'accuracy', 'research', 'show', 'system', 'boost', 'recommendation', 'accuracy', 'system', 'look', 'user', 'role', 'access', 'pattern', 'system', 'monitoring', 'state', 'task', 'specific', 'requirement', 'user', 'priority']",modern dashboard use knowledge graph method improve filtering accuracy research show system boost recommendation accuracy system look user role access pattern system monitoring state task specific requirement user priority
659,D019.073,digestible,Thoughtful implementation of these filtering methods makes dashboards more intuitive and faster. The best results come from caching query results for 24 hours and using materialized views for common data patterns.,Advanced Query Options,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_073_thoughtful_implementation_these_filtering,Siddharth_073_thoughtful_implementation_these_filtering,Thoughtful implementation of these filtering methods makes dashboards more intuitive and faster. The best results come from caching query results for 24 hours and using materialized views for common data patterns.,"['thoughtful', 'implementation', 'filtering', 'method', 'make', 'dashboard', 'intuitive', 'faster', 'best', 'result', 'come', 'caching', 'query', 'result', 'hour', 'using', 'materialized', 'view', 'common', 'data', 'pattern']",thoughtful implementation filtering method make dashboard intuitive faster best result come caching query result hour using materialized view common data pattern
662,D019.076,digestible,Lazy loading is a powerful way to make dashboards more responsive,Lazy Loading,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_076_lazy_loading_powerful_way,Siddharth_076_lazy_loading_powerful_way,Lazy loading is a powerful way to make dashboards more responsive,"['lazy', 'loading', 'powerful', 'way', 'make', 'dashboard', 'responsive']",lazy loading powerful way make dashboard responsive
672,D019.086,digestible,"Keep tooltip content brief, under 150-200 characters      Show tooltips only when users hover over specific elements      Load tooltips within milliseconds to keep users engaged",Tooltips and Hints,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_086_keep_tooltip_content_brief,Siddharth_086_keep_tooltip_content_brief,"Keep tooltip content brief, under 150-200 characters Show tooltips only when users hover over specific elements Load tooltips within milliseconds to keep users engaged","['keep', 'tooltip', 'content', 'brief', 'character', 'show', 'tooltips', 'user', 'hover', 'specific', 'element', 'load', 'tooltips', 'within', 'millisecond', 'keep', 'user', 'engaged']",keep tooltip content brief character show tooltips user hover specific element load tooltips within millisecond keep user engaged
675,D019.089,digestible,Add a searchable help center within the dashboard,Documentation,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_089_add_searchable_help_center,Siddharth_089_add_searchable_help_center,Add a searchable help center within the dashboard,"['add', 'searchable', 'help', 'center', 'within', 'dashboard']",add searchable help center within dashboard
676,D019.090,digestible,Give access to relevant resources through a help widget,Documentation,,,,,,Nonspecific,Nonspecific,Undefined,Siddharth Vij,15 Dashboard Design Principles That Actually Work in 2025,2025,Bricx,DuckDuckGo search,Blog post,Overuse of vague study mentions,2,https://bricxlabs.com/blogs/tips-for-dashboard-design,Siddharth_090_give_access_relevant_resources,Siddharth_090_give_access_relevant_resources,Give access to relevant resources through a help widget,"['give', 'access', 'relevant', 'resource', 'help', 'widget']",give access relevant resource help widget
692,D020.009,digestible,"Interactivity is a vital aspect of dashboard design, enabling users to delve deeper into specific data subsets, apply filters, and explore different scenarios. Interactive elements, including filters, drop-down menus, and drill-through functionality, empower users to customize their data exploration experience and make dashboards adaptable to individual needs.",Interactive Elements,,,,,,Nonspecific,Nonspecific,"By distilling complex information into visually digestible formats, dashboards promote efficient data comprehension, empowering stakeholders to make swift and informed decisions.",Hailey Friedman,Dashboard Design: Best Practices & How-Tos 2025,2025,Improvado,DuckDuckGo search,Blog post,Unsure of publisher,3,https://improvado.io/blog/dashboard-design-guide,Hailey_009_interactivity_vital_aspect_dashboard,Hailey_009_interactivity_vital_aspect_dashboard,"Interactivity is a vital aspect of dashboard design, enabling users to delve deeper into specific data subsets, apply filters, and explore different scenarios. Interactive elements, including filters, drop-down menus, and drill-through functionality, empower users to customize their data exploration experience and make dashboards adaptable to individual needs.","['interactivity', 'vital', 'aspect', 'dashboard', 'design', 'enabling', 'user', 'delve', 'deeper', 'specific', 'data', 'subset', 'apply', 'filter', 'explore', 'different', 'scenario', 'interactive', 'element', 'including', 'filter', 'drop', 'menu', 'drill', 'functionality', 'empower', 'user', 'customize', 'data', 'exploration', 'experience', 'make', 'dashboard', 'adaptable', 'individual', 'need']",interactivity vital aspect dashboard design enabling user delve deeper specific data subset apply filter explore different scenario interactive element including filter drop menu drill functionality empower user customize data exploration experience make dashboard adaptable individual need
698,D020.015,digestible,"If possible, add interactive elements such as filters, drop-down lists, or sliders. These allow users to explore data in more depth and customize the view to their specific needs.",Incorporate Interactivity,,,,,,Nonspecific,Nonspecific,"By distilling complex information into visually digestible formats, dashboards promote efficient data comprehension, empowering stakeholders to make swift and informed decisions.",Hailey Friedman,Dashboard Design: Best Practices & How-Tos 2025,2025,Improvado,DuckDuckGo search,Blog post,Unsure of publisher,3,https://improvado.io/blog/dashboard-design-guide,Hailey_015_possible_add_interactive_elements,Hailey_015_possible_add_interactive_elements,"If possible, add interactive elements such as filters, drop-down lists, or sliders. These allow users to explore data in more depth and customize the view to their specific needs.","['possible', 'add', 'interactive', 'element', 'filter', 'drop', 'list', 'slider', 'allow', 'user', 'explore', 'data', 'depth', 'customize', 'view', 'specific', 'need']",possible add interactive element filter drop list slider allow user explore data depth customize view specific need
732,D021.028,digestible,Interactive elements add an extra layer of usability to the dashboard design. It allows users to explore certain trends or insights in depth,Add interactive elements,,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Fazmeena_028_interactive_elements_add_extra,Fazmeena_028_interactive_elements_add_extra,Interactive elements add an extra layer of usability to the dashboard design. It allows users to explore certain trends or insights in depth,"['interactive', 'element', 'add', 'extra', 'layer', 'usability', 'dashboard', 'design', 'allows', 'user', 'explore', 'certain', 'trend', 'insight', 'depth']",interactive element add extra layer usability dashboard design allows user explore certain trend insight depth
756,D021.052,digestible,"Enable seamless data flow between dashboards. For example, let a user drill down from a strategic dashboard into an operational dashboard to see real-time metrics. ",Enable cross-dashboard integration ,,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Fazmeena_052_enable_seamless_data_flow,Fazmeena_052_enable_seamless_data_flow,"Enable seamless data flow between dashboards. For example, let a user drill down from a strategic dashboard into an operational dashboard to see real-time metrics.","['enable', 'seamless', 'data', 'flow', 'dashboard', 'example', 'let', 'user', 'drill', 'strategic', 'dashboard', 'operational', 'dashboard', 'see', 'real', 'time', 'metric']",enable seamless data flow dashboard example let user drill strategic dashboard operational dashboard see real time metric
758,D021.054,digestible,"Provide linking and embedding options, allowing users to navigate between related data sources without leaving the platform. ",Enable cross-dashboard integration ,,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Fazmeena_054_provide_linking_embedding_options,Fazmeena_054_provide_linking_embedding_options,"Provide linking and embedding options, allowing users to navigate between related data sources without leaving the platform.","['provide', 'linking', 'embedding', 'option', 'allowing', 'user', 'navigate', 'related', 'data', 'source', 'without', 'leaving', 'platform']",provide linking embedding option allowing user navigate related data source without leaving platform
793,D023.012,digestible,"To keep a dashboard easy to use, avoid too many advanced features such as filters and drill downs.",Design for Ease of Use,,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,Natasha_012_keep_dashboard_easy_use,Natasha_012_keep_dashboard_easy_use,"To keep a dashboard easy to use, avoid too many advanced features such as filters and drill downs.","['keep', 'dashboard', 'easy', 'use', 'avoid', 'many', 'advanced', 'feature', 'filter', 'drill', 'down']",keep dashboard easy use avoid many advanced feature filter drill down
815,D025.010,digestible,"Whilst I believe that there is no harm in splitting the data in multiple sheets, it is undeniable that scroll bars reduce the overall usability of an application.",Avoiding scroll bars,,,,,,Nonspecific,QlikView,Undefined,Juilan Villafuerte,The Dashboard Design – Best Practices,2015,Packt,Google search,Web article,Unsure of publisher but author appears knowledgeable (and not closely associated with publisher),4,https://www.packtpub.com/en-us/learning/how-to-tutorials/dashboard-design-best-practices,Juilan_010_whilst_believe_there_harm,Juilan_010_whilst_believe_there_harm,"Whilst I believe that there is no harm in splitting the data in multiple sheets, it is undeniable that scroll bars reduce the overall usability of an application.","['whilst', 'believe', 'harm', 'splitting', 'data', 'multiple', 'sheet', 'undeniable', 'scroll', 'bar', 'reduce', 'overall', 'usability', 'application']",whilst believe harm splitting data multiple sheet undeniable scroll bar reduce overall usability application
850,D028.004,digestible,"Try to engage your users in narrating data while also creating a structure. Start by offering basic information, and when the users start interacting with your dashboard design, you can take them on a more in-depth data insight.",Storytelling,,,,,,Nonspecific,Nonspecific,"Dashboards are used in SaaS products to offer essential data, including key metrics, KPIs, and other necessary information to monitor the product’s performance. They use graphs, pie charts, tables, maps, and more visually appealing features to make the user interpret the data in one glance. Using visuals to present data makes it super easy for users to view data and make decisions that would benefit them in their journey on the product.","Aina, Muzammil",Top 23 Dashboard Design Examples and Practices,2024,Denovers,DuckDuckGo search,Blog post,Unsure of publisher,3,https://www.denovers.com/blog/top-dashboard-design-examples-and-practices,Aina_004_try_engage_users_narrating,Aina_004_try_engage_users_narrating,"Try to engage your users in narrating data while also creating a structure. Start by offering basic information, and when the users start interacting with your dashboard design, you can take them on a more in-depth data insight.","['try', 'engage', 'user', 'narrating', 'data', 'also', 'creating', 'structure', 'start', 'offering', 'basic', 'information', 'user', 'start', 'interacting', 'dashboard', 'design', 'take', 'depth', 'data', 'insight']",try engage user narrating data also creating structure start offering basic information user start interacting dashboard design take depth data insight
864,D029.005,digestible,The information architecture should present the essential data first while allowing access to supporting or secondary metrics,Reduced Complexity Provides Clarity,,,,,,Nonspecific,Nonspecific,A dashboard is a visual display of the most important information needed to achieve one or more objectives; consolidated and arranged on a single screen so the information can be monitored at a glance.,Stelian Subotin,Dashboard Design: Considerations and Best Practices,Unknown,Toptal,Recommendation from colleague,Blog post,No strong opinion,4,https://www.toptal.com/designers/data-visualization/dashboard-design-best-practices,Stelian_005_information_architecture_should_present,Stelian_005_information_architecture_should_present,The information architecture should present the essential data first while allowing access to supporting or secondary metrics,"['information', 'architecture', 'present', 'essential', 'data', 'first', 'allowing', 'access', 'supporting', 'secondary', 'metric']",information architecture present essential data first allowing access supporting secondary metric
865,D029.006,digestible,"A progressive drill-down system should be designed that starts with a general overview and then goes into more detail—it facilitates data prioritization, and creates clarity.",Reduced Complexity Provides Clarity,,,,,,Nonspecific,Nonspecific,A dashboard is a visual display of the most important information needed to achieve one or more objectives; consolidated and arranged on a single screen so the information can be monitored at a glance.,Stelian Subotin,Dashboard Design: Considerations and Best Practices,Unknown,Toptal,Recommendation from colleague,Blog post,No strong opinion,4,https://www.toptal.com/designers/data-visualization/dashboard-design-best-practices,Stelian_006_progressive_drill_down_system,Stelian_006_progressive_drill_down_system,"A progressive drill-down system should be designed that starts with a general overview and then goes into more detail—it facilitates data prioritization, and creates clarity.","['progressive', 'drill', 'system', 'designed', 'start', 'general', 'overview', 'go', 'detail', 'facilitates', 'data', 'prioritization', 'creates', 'clarity']",progressive drill system designed start general overview go detail facilitates data prioritization creates clarity
876,D029.017,digestible,"Reveal data and information at the appropriate time, in a drill-down system.","Reveal data and information at the appropriate time, in a drill-down system.",,,,,,Nonspecific,Nonspecific,A dashboard is a visual display of the most important information needed to achieve one or more objectives; consolidated and arranged on a single screen so the information can be monitored at a glance.,Stelian Subotin,Dashboard Design: Considerations and Best Practices,Unknown,Toptal,Recommendation from colleague,Blog post,No strong opinion,4,https://www.toptal.com/designers/data-visualization/dashboard-design-best-practices,Stelian_017_reveal_data_information_appropriate,Stelian_017_reveal_data_information_appropriate,"Reveal data and information at the appropriate time, in a drill-down system.","['reveal', 'data', 'information', 'appropriate', 'time', 'drill', 'system']",reveal data information appropriate time drill system
893,D030.016,digestible,"It would be ideal for your dashboards to be interactive and allow the user to customize them based on their needs, (for example allowing the user to filter the data by date).",Self-service and interactive,,,,,,Nonspecific,Nonspecific,Dashboards are a powerful tool to communicate data and other information with a user-centered design that follows dashboard design best practices and proper data visualization. ,Luján Fiel ,Dashboard Design: Best practices & Design Principles (in 2025),2025,Loop Studio,DuckDuckGo search,Web article,Unsure of publisher,3,https://loopstudio.dev/dashboard-design-best-practices/,Luján_016_would_ideal_dashboards_interactive,Luján_016_would_ideal_dashboards_interactive,"It would be ideal for your dashboards to be interactive and allow the user to customize them based on their needs, (for example allowing the user to filter the data by date).","['would', 'ideal', 'dashboard', 'interactive', 'allow', 'user', 'customize', 'based', 'need', 'example', 'allowing', 'user', 'filter', 'data', 'date']",would ideal dashboard interactive allow user customize based need example allowing user filter data date
898,D031.005,digestible,The user must have a seamless means to further investigate any points of interest shown in the summarised data. This will help them understand the data better and examine the reasons behind anomalies (a sudden drop in sales for instance).,Provide a means to dig deeper into the data,,,,,,BI,Nonspecific,"Business Intelligence Dashboards make it possible for business owners, managers, team leaders and any other stakeholder who has access to them to monitor and forecast the performance at individual, department or company level – depending on their type of access. In this regard, business dashboards can be used to monitor something – from the generic, such as an overall company performance, to the specific, such as the sales performance of a particular product.",Justin Mifsud,Dashboard Design User Experience Guidelines,Unknown,UsabilityGeek,DuckDuckGo search,Web article,No strong opinion,4,https://usabilitygeek.com/dashboard-design-user-experience-guidelines/,Justin_005_user_must_have_seamless,Justin_005_user_must_have_seamless,The user must have a seamless means to further investigate any points of interest shown in the summarised data. This will help them understand the data better and examine the reasons behind anomalies (a sudden drop in sales for instance).,"['user', 'must', 'seamless', 'mean', 'investigate', 'point', 'interest', 'shown', 'summarised', 'data', 'help', 'understand', 'data', 'better', 'examine', 'reason', 'behind', 'anomaly', 'sudden', 'drop', 'sale', 'instance']",user must seamless mean investigate point interest shown summarised data help understand data better examine reason behind anomaly sudden drop sale instance
923,D032.009,digestible,"When designing for modern, interactive dashboards, use icons, buttons or text to indicate when an element links to another page or provides contextual information. Add clear calls to action if you want users to do something.",Provide Visual Cues,,,,,,Nonspecific,Nonspecific,Well-designed dashboards use data to tell a story for a specific audience. There’s no simple trick or single approach that will achieve this goal for every purpose and audience.,Qlik,7 Dashboard Design Best Practices,,,DuckDuckGo search,Web article,Unsure of publisher,3,https://www.qlik.com/us/dashboard-examples/dashboard-design,Qlik_009_when_designing_modern_interactive,Qlik_009_when_designing_modern_interactive,"When designing for modern, interactive dashboards, use icons, buttons or text to indicate when an element links to another page or provides contextual information. Add clear calls to action if you want users to do something.","['designing', 'modern', 'interactive', 'dashboard', 'use', 'icon', 'button', 'text', 'indicate', 'element', 'link', 'another', 'page', 'provides', 'contextual', 'information', 'add', 'clear', 'call', 'action', 'want', 'user', 'something']",designing modern interactive dashboard use icon button text indicate element link another page provides contextual information add clear call action want user something
947,D033.020,digestible,To avoid help text cluttering up your dashboard it’s usually best to show it in context upon clicking or hovering over a help icon or link.,Provide help and guidance where necessary,,,,,,Nonspecific,DashBot,"like domestiques, dashboards are also some of the unsung heroes of the digital world. They too are the grafters. Tirelessly working in the background without so much as a whiff of kudos. Dashboards are becoming increasingly important as the digital age showers us with more and more data",UXM,10 guidelines for great Dashboard design,Unknown,UXM,DuckDuckGo search,Web article,Unsure of publisher,3,https://www.uxforthemasses.com/dashboard-design/,UXM_020_avoid_help_text_cluttering,UXM_020_avoid_help_text_cluttering,To avoid help text cluttering up your dashboard it’s usually best to show it in context upon clicking or hovering over a help icon or link.,"['avoid', 'help', 'text', 'cluttering', 'dashboard', 'usually', 'best', 'show', 'context', 'upon', 'clicking', 'hovering', 'help', 'icon', 'link']",avoid help text cluttering dashboard usually best show context upon clicking hovering help icon link
958,D034.007,digestible,"if you’re unable to show everything, you’ll have to identify what is most important. In some cases, this might mean you have separate tabs for individuals who want to look at a variety of information",Avoid overdesigning,,,,,,Nonspecific,Nonspecific,"Dashboards are analytics tools that give users a unified view of the most important data. They consolidate real-time information in a simple, easy-to-understand, and dynamic format. Dashboards are especially useful when you are considering or comparing multiple datasets at a time.",Insight Software,Dashboard Design Fundamentals - Chapter 1,Unknown,Insight Software,DuckDuckGo search,Web-hosted book,Unsure of publisher,3,https://www2.insightsoftware.com/dashboard-design-guide/dashboard-design-fundamentals/,Insight_007_you_unable_show_everything,Insight_007_you_unable_show_everything,"if you’re unable to show everything, you’ll have to identify what is most important. In some cases, this might mean you have separate tabs for individuals who want to look at a variety of information","['unable', 'show', 'everything', 'identify', 'important', 'case', 'might', 'mean', 'separate', 'tab', 'individual', 'want', 'look', 'variety', 'information']",unable show everything identify important case might mean separate tab individual want look variety information
959,D034.008,digestible,Content isn’t limited to text and charts. You also have to think about icons and how they associate with user interaction. ,Use iconography,,,Exemplar Dashboard,,,Nonspecific,Nonspecific,"Dashboards are analytics tools that give users a unified view of the most important data. They consolidate real-time information in a simple, easy-to-understand, and dynamic format. Dashboards are especially useful when you are considering or comparing multiple datasets at a time.",Insight Software,Dashboard Design Fundamentals - Chapter 1,Unknown,Insight Software,DuckDuckGo search,Web-hosted book,Unsure of publisher,3,https://www2.insightsoftware.com/dashboard-design-guide/dashboard-design-fundamentals/,Insight_008_content_isn_limited_text,Insight_008_content_isn_limited_text,Content isn’t limited to text and charts. You also have to think about icons and how they associate with user interaction.,"['content', 'limited', 'text', 'chart', 'also', 'think', 'icon', 'associate', 'user', 'interaction']",content limited text chart also think icon associate user interaction
994,D036.004,digestible,A dashboard should fit on a single screen but allow data to be drilled down,A dashboard should fit on a single screen but allow data to be drilled down,,,,,Few,Nonspecific,Nonspecific," a visual and interactive performance management tool that displays on a single screen the most important information to achieve one or several individual and/or organizational objectives, allowing the user to identify, explore, and communicate problem areas that need corrective action.","Ogan M. Yigitbasioglu, Oana Velcu",A review of dashboards in performance management: Implications for design and research,2012,International Journal of Accounting Information Systems,Dashboard Design Patterns - Citations,research paper,No strong opinion,4,https://doi.org/10.1016/j.accinf.2011.08.005,Ogan_004_dashboard_should_fit_single,Ogan_004_dashboard_should_fit_single,A dashboard should fit on a single screen but allow data to be drilled down,"['dashboard', 'fit', 'single', 'screen', 'allow', 'data', 'drilled']",dashboard fit single screen allow data drilled
1001,D036.011,digestible,"the drill down feature emerges as a critical component in a dashboard data, where in its absence, users might be forced to switch back and forth between various applications","the drill down feature emerges as a critical component in a dashboard data, where in its absence, users might be forced to switch back and forth between various applications",,,,,,Nonspecific,Nonspecific," a visual and interactive performance management tool that displays on a single screen the most important information to achieve one or several individual and/or organizational objectives, allowing the user to identify, explore, and communicate problem areas that need corrective action.","Ogan M. Yigitbasioglu, Oana Velcu",A review of dashboards in performance management: Implications for design and research,2012,International Journal of Accounting Information Systems,Dashboard Design Patterns - Citations,research paper,No strong opinion,4,https://doi.org/10.1016/j.accinf.2011.08.012,Ogan_011_drill_down_feature_emerges,Ogan_011_drill_down_feature_emerges,"the drill down feature emerges as a critical component in a dashboard data, where in its absence, users might be forced to switch back and forth between various applications","['drill', 'feature', 'emerges', 'critical', 'component', 'dashboard', 'data', 'absence', 'user', 'might', 'forced', 'switch', 'back', 'forth', 'various', 'application']",drill feature emerges critical component dashboard data absence user might forced switch back forth various application
1009,D039.001,digestible,Implement logical navigation patterns and menus so users can explore data with confidence and quickly trace their progress throughout the dashboard hierarchy.,Navigation,,,,,,City administration,Nonspecific,"city dashboards, they display quantifiable data about a citys status in space and time, but they do not principally state how citizens, city management, or private enterprises should act; displaying only the necessary information that is needed to react to potentially influential issues highlighted in the data.","Gareth W. Young, Rob Kitchin",Creating design guidelines for building city dashboards from a user's perspectives,2020,International Journal of Human-Computer Studies,Google Scholar,Research Paper,No strong opinion,4,https://www.sciencedirect.com/science/article/pii/S1071581920300331,Gareth_001_implement_logical_navigation_patterns,Gareth_001_implement_logical_navigation_patterns,Implement logical navigation patterns and menus so users can explore data with confidence and quickly trace their progress throughout the dashboard hierarchy.,"['implement', 'logical', 'navigation', 'pattern', 'menu', 'user', 'explore', 'data', 'confidence', 'quickly', 'trace', 'progress', 'throughout', 'dashboard', 'hierarchy']",implement logical navigation pattern menu user explore data confidence quickly trace progress throughout dashboard hierarchy
1031,D042.003,digestible,"Highlight the role of filters in exploration. Filters like menus or sliders aid exploration by providing context, even without direct data. For instance, a slider showing a year range helps users understand temporal scope.",Highlight the role of filters in exploration,,,,,Experimental Results,Nonspecific,Nonspecific,"First, a dashboard integrates various
objects, including textual, visual, and hybrid objects [6].
Second, the layout of a dashboard is essential for establishing
relationships and guiding viewing behavior","Manling Yang, Yihan Hou, Ling Li, Remco Chang, Wei Zeng","Dashboard Vision: Using Eye-Tracking to
Understand and Predict Dashboard Viewing
Behaviors",2021,TVCG,Google Scholar,research paper,Strong research,5,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10850879,Manling_003_highlight_role_filters_exploration,Manling_003_highlight_role_filters_exploration,"Highlight the role of filters in exploration. Filters like menus or sliders aid exploration by providing context, even without direct data. For instance, a slider showing a year range helps users understand temporal scope.","['highlight', 'role', 'filter', 'exploration', 'filter', 'like', 'menu', 'slider', 'aid', 'exploration', 'providing', 'context', 'even', 'without', 'direct', 'data', 'instance', 'slider', 'showing', 'year', 'range', 'help', 'user', 'understand', 'temporal', 'scope']",highlight role filter exploration filter like menu slider aid exploration providing context even without direct data instance slider showing year range help user understand temporal scope
